,Name,Chi2,RedChi2,Variables,Amp1,Amp1-stdev,Amp2,Amp2-stdev,Amp3,Amp3-stdev,Sum Amp
10,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0011,0.10310178167532234,0.000267103061335032,3,0.9641724191498416,0.025855208910064726,0.05799537233947605,0.0502956252085972,0.0,2.0146435394926616e-13,1.0221677914893177
11,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0012,0.004114971270730616,1.0660547333499005e-05,3,0.9961284035747449,0.005158222227118769,5.857974660905541e-10,0.04421246432328769,0.0033541739027401762,0.005155622030022177,0.9994825780632824
12,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0013,0.8345019605097759,0.0021563358152707386,3,0.9020435877494601,0.0733820240790896,0.16048031867357304,0.14276818126798574,0.0,5.719828927083077e-13,1.0625239064230332
13,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0014,0.014645324364969247,3.794125483152655e-05,3,0.9615643483115623,0.009731230779176394,0.045870249205835656,0.018929151483719257,0.0,7.582946216200003e-14,1.007434597517398
14,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0015,0.34145988859066667,0.0008846111103385147,3,0.9166062205931822,0.04687906558428245,0.12330903122356751,0.0912607729744951,0.0,3.6592886430194606e-13,1.0399152518167498
15,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0016,0.26551574232648034,0.0006878646174261148,3,0.9080562679310469,0.041485980363505794,0.12720528906467993,0.08070675469833313,0.0,3.232906657389419e-13,1.0352615569957269
16,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0017,0.7507941032516219,0.0019450624436570514,3,0.8652681877623691,0.06960109675824472,0.1938666272915991,0.13545076249087312,0.0,5.429043986094201e-13,1.0591348150539681
17,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0018,0.36574172241480585,0.0009475174155823986,3,0.8660816855449083,0.048589367516119954,0.17632437511656796,0.09450876525584002,0.0,3.7861253841468797e-13,1.0424060606614762
18,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0019,0.408356800506721,0.0010579191722972048,3,0.8434506774876325,0.05125087529421656,0.20024880587827482,0.09972874479300832,0.0,3.9974583070109877e-13,1.0436994833659072
19,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0020,0.39785718733435693,0.0010307181019024792,3,0.8298570636885056,0.05077977144918516,0.21440769501409623,0.09876377941894349,0.0,3.9556308167764404e-13,1.044264758702602
20,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0021,0.9283875624540372,0.0024051491255285937,3,0.7748823481694376,0.07735997791980875,0.291299562294659,0.15050595359127794,0.0,6.031155766689521e-13,1.0661819104640966
21,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0022,0.6469693383666714,0.0016760863688255734,3,0.7559659837667005,0.06478051006554346,0.29821210587716385,0.12600931932197357,0.0,5.04776965657337e-13,1.0541780896438644
22,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0023,1.8335708600335094,0.004750183575216346,3,0.6634202466066697,0.10926008373149869,0.4283823645468947,0.21247148169774452,0.0,8.50700308926771e-13,1.0918026111535644
23,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0024,0.8512491883353057,0.0022053087780707402,3,0.6586372502157365,0.07445363981895495,0.4042009175291066,0.1449375781936477,0.0,5.806974262079022e-13,1.062838167744843
24,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0025,1.4037803454700202,0.003636736646295389,3,0.5828592196852953,0.09507976100765854,0.49792883979993496,0.18515409805884672,0.0,7.425806432427418e-13,1.0807880594852302
25,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0026,0.995409988158395,0.002585480488723104,3,0.5476333694425256,0.08019973183361674,0.5197246946104709,0.15608057770075498,0.0,6.257333370549999e-13,1.0673580640529965
26,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0027,1.9886089068726989,0.005151836546302329,3,0.43425502444965125,0.11309724932106822,0.6614531591946622,0.22010538319361408,0.0,8.82389804765505e-13,1.0957081836443134
27,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0028,0.9546840156749377,0.0024732746520076104,3,0.3734887992313086,0.07854175003244863,0.6930962270577115,0.15272606228727562,0.0,6.11584773418923e-13,1.0665850262890202
28,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0029,0.21841993859811687,0.0005658547632075567,3,0.30293592474574615,0.0375665417622451,0.7279388694238438,0.07310416300259215,0.0,2.9292727391190473e-13,1.03087479416959
29,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0030,0.11660081133748815,0.0003020746407706947,3,0.16061341832649595,0.027530234784013133,0.8624706066079906,0.053556426268078286,0.0,2.145179027203196e-13,1.0230840249344866
30,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0031,1.8235099499004293e-27,4.724119041192822e-30,3,2.886579864025407e-15,4.6568550448919713e-17,1.0,2.4373375607810372e-20,0.0,1.1032539306832043e-20,1.0000000000000029
31,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0032,1.0127360687052815,0.0026236685717753406,3,0.0,6.319758354314113e-13,1.0,1.2297070647691224e-12,0.06836026922140381,0.08105503005393916,1.0683602692214038
32,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0033,7.542523128367239,0.019540215358464348,3,0.0,1.7218311512158046e-12,1.0,3.3512965789604347e-12,0.1874201789633243,0.22098520956468135,1.1874201789633243
33,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0034,8.059383389550408,0.020825280076357644,3,0.0,1.7704641548275501e-12,0.8225834084240585,0.4419746156281522,0.37092331322983674,0.22728523639080758,1.1935067216538953
34,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0035,5.950698176235282,0.015416316518744255,3,0.0,1.5245147565531266e-12,0.625502414518861,0.3805234604752146,0.5411145718383551,0.19564726144732444,1.1666169863572162
35,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0036,3.0042558099252132,0.007762934909367476,3,0.0,1.0844806445341575e-12,0.4297969894063757,0.2706125357801357,0.6886787475279653,0.13906223909920493,1.118475736934341
36,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0037,2.004312658128391,0.005192519839710858,3,0.0,8.844415732492295e-13,0.3080368990026767,0.22080036103036366,0.7889318613850551,0.11354515001385987,1.0969687603877318
37,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0038,1.025645420425104,0.002657112488147938,3,0.0,6.351495884269981e-13,0.21585417277427632,0.1584954613224562,0.8534232758087876,0.08144204360549666,1.069277448583064
38,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0039,0.5486315182230301,0.0014213251767436013,3,0.0,4.633307654834342e-13,0.14904441914014532,0.11566720783039451,0.9020484207813816,0.05947355205504808,1.051092839921527
39,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0040,0.09391981835501001,0.00024331559159329017,3,0.0,1.9212467331527406e-13,0.08389801488524384,0.04793633974170898,0.9367186408153501,0.024630563188178297,1.0206166557005938
40,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0041,0.042668716005582814,0.00011054071504036998,3,0.0,1.2948000027841097e-13,0.05433306329979859,0.03230696212038097,0.9598034976947198,0.016600567080766977,1.0141365609945185
41,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0042,0.007989052431419747,2.069702702440349e-05,3,0.0,5.598353070351228e-14,0.03751528359212708,0.013968609541167168,0.9678053982764351,0.007178456906516301,1.0053206818685623
42,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0043,0.02268557031452774,5.877090755059e-05,3,0.0,9.418917874175361e-14,0.03277581900593407,0.02350389460422748,0.9766780710927743,0.012081241651633016,1.0094538900987082
43,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0044,0.0026811726833784345,6.946043221187654e-06,3,0.0013659654434917679,0.004169716841310531,0.013711806376551172,0.008113299657799534,0.9859767586673017,0.004169390386915078,1.0010545304873446
44,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0045,0.0023551546665848185,6.1014369600642965e-06,3,0.003049344861194181,0.003903067059941572,0.005466264957285416,0.007593483132715495,0.9924510111446403,0.003902410448387015,1.0009666209631198
45,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0046,0.0027004313696648193,6.977858836343202e-06,3,0.007535554576258874,0.004175318778280602,0.0008682499209808903,0.008122810410564651,0.992285322830016,0.004174924512788477,1.0006891273272558
46,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0047,0.014348187465354002,3.7171470117497415e-05,3,0.009650801416559496,0.009608622853687172,0.0,1.4577045352496147e-13,0.9982180175911988,0.00961311964142717,1.0078688190077583
47,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0048,0.002912142441199204,7.5444104694279895e-06,3,0.006010524430209219,0.004332648171233739,1.1021072943151466e-11,0.046097690541996215,0.9939771416818652,0.00433405061004996,0.9999876661230955
48,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0049,0.002542466260256942,6.586700156106067e-06,3,0.005500722044676221,0.004061785787304225,0.0,6.160872571475414e-14,0.9965987041956361,0.0040602056143960305,1.0020994262403122
49,20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050,1.5585618167609087e-30,4.037724913888365e-33,3,0.0,7.8414834504554025e-28,0.0,1.5260558092101833e-27,1.0,7.843175504065953e-28,1.0
