Energy,Component_1,Component_2,Component_3
29050.0,5.5422433362248504e-05,0.000609744841564409,0.0
29050.25,0.0,0.0,0.0
29050.5,0.0007477196159960234,0.0,0.0
29050.75,0.0,0.0,0.0
29051.0,0.0,0.0,0.0
29051.25,0.0,0.0005639798908122982,0.0
29051.5,0.0,0.0008437895795755672,0.0
29051.75,0.0,0.0,0.0
29052.0,0.0,0.0,0.0
29052.25,0.0,0.0,0.0002651089563683282
29052.5,0.0,0.00015098669255606733,0.0
29052.75,0.0,0.0006010290530429138,0.0
29053.0,0.0,0.0,0.0
29053.25,0.0,0.00047853256056736357,0.0
29053.5,0.0007849620139299995,9.141755818653842e-05,0.0
29053.75,0.0014638848815444736,0.0,0.00030252483255882774
29054.0,0.0005316501796869207,0.0,0.0013368766226724252
29054.25,0.0,0.0008838608754887233,0.0006882584814794402
29054.5,0.0011596435926331838,0.000965485778038032,0.0
29054.75,0.0006238003423974808,0.0013691499338440618,0.0
29055.0,0.0,0.0014281216255249648,0.00026980882683806857
29055.25,0.0,9.730870161133362e-05,0.0010887326578865157
29055.5,0.0,0.0,0.0035221371718386785
29055.75,0.0,0.0,0.0029734387799581407
29056.0,4.81415669516771e-05,0.0,0.0009350064749843494
29056.25,0.00010829247624288875,0.00032134840898793586,0.000516603915774025
29056.5,0.0,0.002075965128250225,0.0004156585998181903
29056.75,0.0,0.0006831542649052153,0.0
29057.0,4.846662796492122e-05,0.00022376180996500246,0.0
29057.25,0.0,0.00041359259286635487,0.0
29057.5,0.0,0.0003116253778746187,0.0
29057.75,0.0,0.00044695883857829547,0.0
29058.0,0.0,0.0011378656729863416,0.0
29058.25,0.0,0.0007211505956324619,0.0
29058.5,0.0,0.0,0.0
29058.75,0.0,0.0,0.0
29059.0,0.0,0.0,0.0
29059.25,0.0,0.00047036096118614507,0.0003701060929115693
29059.5,0.0,0.0,0.00026788433672324214
29059.75,0.0,0.0,0.0
29060.0,0.0,0.0,0.0
29060.25,0.0,0.0,0.0
29060.5,0.0,0.0,7.694969820898611e-05
29060.75,0.0003272583410768099,0.0,0.0
29061.0,0.0011110844653825246,0.0,0.0
29061.25,0.0007693659384872538,0.0,0.0
29061.5,0.0,0.0,0.0
29061.75,0.0,0.0,0.0
29062.0,0.0,0.0,0.0
29062.25,0.0,0.0,0.00021247825689685193
29062.5,0.0,0.0,0.0017601015977903468
29062.75,8.704261438159395e-05,0.0,0.0010624720313604503
29063.0,0.00033000040707279046,0.0,0.0
29063.25,0.0,0.0,0.0
29063.5,0.0,0.0,0.0
29063.75,0.0003017369541659842,0.0,0.0
29064.0,0.0,0.0,0.0
29064.25,7.3554393553105405e-06,0.0,0.0
29064.5,0.0003192665756828105,0.0,0.0
29064.75,0.0003609654540062495,0.0,0.0
29065.0,0.00029536939519867123,0.0009991258619940142,0.0
29065.25,0.0,0.0,0.0006425249767747545
29065.5,0.0,0.0,0.00040823300786740793
29065.75,0.0,0.0,0.00018350721393833947
29066.0,0.0,0.0,0.0005838303958112837
29066.25,0.0,0.0,0.0
29066.5,0.0,0.0,0.0
29066.75,0.0,0.0001972346245972285,0.0
29067.0,0.0,0.0,0.0
29067.25,0.0,0.0,0.0
29067.5,0.0,0.0003564397555038971,0.0002665290558010417
29067.75,0.0,0.0,0.0007875289962690581
29068.0,0.0,0.0,0.00021459564992177567
29068.25,0.0001790723360996311,0.0,0.0
29068.5,0.002163200401933273,0.0,0.0
29068.75,0.0012768106364222402,0.0,0.001036196903355751
29069.0,7.150515968064685e-05,0.0,0.0
29069.25,0.00020886357509399987,0.0,0.0
29069.5,0.0,0.0,0.0008222499698543828
29069.75,0.0,0.0,0.000657946850044268
29070.0,0.0,0.0,5.4119028383170544e-05
29070.25,0.00010108351609033161,0.0005459345819725581,0.00012893508552136283
29070.5,0.0002935797245460652,0.0005019860079528521,0.0002615574517417161
29070.75,0.0,0.0,0.0
29071.0,0.0,0.0,0.0
29071.25,0.0,0.0,0.0
29071.5,0.0,0.0009054959403903951,0.0
29071.75,0.0,0.0006930872138655646,0.0
29072.0,0.0,0.0011394920190870626,0.0
29072.25,0.0011074627163349853,0.0003712124497735714,0.0
29072.5,0.00152517059421782,0.0,0.0
29072.75,0.0006530904515759255,0.0,0.0
29073.0,0.0004769044973110776,0.0,0.0
29073.25,0.0,0.0,0.0008231163188602823
29073.5,3.1471522312514736e-05,0.0011512707565390213,0.0
29073.75,0.0,0.0011066256450958266,0.0
29074.0,0.0,0.0005498109492154596,0.0004906424051734452
29074.25,0.0,0.0013818314938022363,0.0007047576310003685
29074.5,0.0,0.0005022500270049309,0.0
29074.75,0.0,7.775193728750447e-05,0.0
29075.0,0.0,0.0007940739724258128,0.00030315304091865753
29075.25,0.0,0.0009158880209641763,0.0008442286124533212
29075.5,0.0,0.00012315132092454044,0.0008400456562723547
29075.75,0.0,0.0,0.0012421536109165885
29076.0,0.0009710125933434265,0.0,0.0013314694914187042
29076.25,0.00044103850097722275,0.0003752414416304075,0.0017837748639027312
29076.5,0.001569499091969635,0.000104770742288887,0.0026397819936773053
29076.75,0.0019295792055638145,0.0,0.0005948910127515579
29077.0,0.0023583050584084753,0.0,0.0005784042571088499
29077.25,0.002005291973838286,0.0001275554680582591,0.0
29077.5,0.000308435026121089,0.00047004543709925554,0.0
29077.75,0.0,0.0010491793863548285,0.00020810970530718028
29078.0,0.00020403647434791343,0.0008553357506678644,0.0005002408810601244
29078.25,0.0,0.0002791055277264056,0.0
29078.5,0.0,0.0,0.0
29078.75,0.0,0.0,0.0
29079.0,0.0,6.503988316287073e-05,0.0
29079.25,0.0,0.0,0.0
29079.5,0.0,0.0,0.0
29079.75,0.0,0.0,0.0
29080.0,0.00019377422083249058,0.0,0.0
29080.25,0.00019741777606395339,0.0,0.0003451777063804936
29080.5,0.0,0.0,0.0005468457908743243
29080.75,0.0002026535122588584,0.0,0.0001422587247949536
29081.0,0.0,0.0,0.0
29081.25,0.0,0.0,0.00011258852906684722
29081.5,0.0,0.0,0.0
29081.75,0.0,0.0,0.0
29082.0,0.0,0.0,0.0
29082.25,0.001154975379891175,0.00015595888142190856,0.0
29082.5,0.0012109759222679376,0.0007466058067921583,0.0
29082.75,0.0009129149548316386,0.0003332291099710581,0.0
29083.0,0.0007383014522830306,0.0,0.0
29083.25,0.0005343542640521231,0.0,0.0009433170479136581
29083.5,0.00020511490527551414,0.0,0.00053573140764561
29083.75,0.0,0.0,0.00034443389398595135
29084.0,0.0,0.0,0.0008763155295171549
29084.25,0.00020424779468738416,0.0,0.0006745135702303906
29084.5,0.0,0.0007781837339819746,0.0
29084.75,0.0,0.00118913436536086,0.0
29085.0,5.925512810335266e-06,0.0002948502733324566,0.0
29085.25,0.0009769969574748283,8.837393027272015e-05,0.0001375895840128484
29085.5,0.002655914206805555,0.0,0.0
29085.75,0.0017895524412756666,0.0,0.0
29086.0,0.0007589214843088592,2.7389117377877317e-05,0.0
29086.25,0.00035256640797821215,0.00014789000770496378,0.0
29086.5,0.0,0.000980441347433946,0.0
29086.75,0.0,5.8274184491069094e-05,0.0
29087.0,0.0,0.0001039603009128394,0.0
29087.25,0.0006946869643662121,2.4180335614852375e-05,0.0
29087.5,0.0011169967513992673,0.0,0.00012693117784573791
29087.75,0.000156034076936608,0.0,0.0
29088.0,0.0,0.0017617085962587412,0.0
29088.25,0.0,0.000633385735474573,0.0003105345140636077
29088.5,0.001124630031167501,0.0,0.0007121949984266043
29088.75,0.0008758257851780178,0.0,0.0006692609021321197
29089.0,0.0005911935212896075,0.001031871734376181,0.0
29089.25,0.00020246083058344743,0.0016133581922522125,0.0
29089.5,0.0,0.0006464937037108283,0.0
29089.75,0.001781359538819159,0.0,0.0
29090.0,0.001136337333627069,0.0,0.0
29090.25,0.0007416997711513397,0.0,0.0009296639848245324
29090.5,0.00034627452730142473,0.0,0.0006820906676991603
29090.75,0.0,0.0003748820703241957,0.0
29091.0,0.0,0.0005899978006328667,0.0
29091.25,0.0,0.0011986859400288838,0.0
29091.5,0.0,0.0008377666677233213,0.0005997203690299907
29091.75,0.0,0.0,0.00022336280150050416
29092.0,0.0011662500593109149,0.0,0.0
29092.25,0.0009262270653292077,0.0,0.0005666163864417188
29092.5,0.0,0.0,0.0010825661242583116
29092.75,0.0,0.0,0.0011024259282076552
29093.0,0.0007006724416123739,0.0,0.0006996356035568219
29093.25,0.000145040289643432,0.000423863165867924,0.0012677675939352382
29093.5,0.0,0.0008318196397916023,0.0
29093.75,0.0,0.0016596226238328148,0.0009881462922455043
29094.0,0.0009709449548941518,4.875112601211615e-05,0.0017053525760437826
29094.25,0.0013721812831773725,0.00030434595565514353,0.00162805882952344
29094.5,0.0016590778371803748,0.0002451009961366074,0.0016605856633187682
29094.75,0.0003104772617873875,0.0005926270907122131,0.001405625187888999
29095.0,0.00030552237813112805,0.00010932814277063804,0.0008481931051580517
29095.25,0.0005528602660827665,0.00011585489994010238,0.0013137583141363681
29095.5,0.0005104587859634692,0.0024242731922716745,0.001963358907022097
29095.75,0.0,0.0011615284659118987,0.0016418179513222378
29096.0,0.0,0.0,0.000436349580430438
29096.25,0.0,0.0,0.0
29096.5,0.0,0.0,0.0
29096.75,0.0,0.0,0.0
29097.0,0.0,0.001872399409742014,0.0002627816925468326
29097.25,0.0,0.00013790253389130583,0.0018813490697798278
29097.5,1.8486060996397026e-05,0.0,0.002184179322625169
29097.75,0.0,0.0,0.001464068243637514
29098.0,0.0,0.0009371767011414973,0.0007746567288155527
29098.25,0.0009933475560936257,0.001983123540550662,0.0
29098.5,0.0011927432406671752,0.00228128920689173,0.0
29098.75,0.0010743297109771532,0.0029131832889449792,0.0
29099.0,0.0008741456005986061,0.0015038437305400327,0.0
29099.25,0.0,0.0007602509962474171,0.001205472685590869
29099.5,0.0,0.0009126791384052364,0.0013448833203037185
29099.75,0.0008011768448567787,0.0009324377590157174,0.0007264494548176135
29100.0,0.0014532749954010308,0.00012047793542335992,0.0005354919798463628
29100.25,0.0024038468446579793,9.74665969106301e-05,0.00014289767971632677
29100.5,0.0033111606814241017,0.00015830163546741793,0.0
29100.75,0.00312828325054429,0.001163083528684339,0.00034130034680377813
29101.0,0.002507456832868665,0.0008837952582919175,0.0006071766477764339
29101.25,0.0005871545950595238,0.00011414321526701122,0.0010503990703547698
29101.5,0.0008519942503779986,0.0008598179342631013,0.0004674058751964531
29101.75,0.0004911294175312317,0.0014166580962093362,0.0
29102.0,0.0006098312609559548,0.0018611213163712726,0.0007359732868144432
29102.25,0.0012119094536259996,0.0021849257645770634,0.0014082952150317153
29102.5,0.000505340952935429,0.00192249225704057,0.001654097440827604
29102.75,0.0006182772744496594,0.0015623199517564865,0.00019428808084204872
29103.0,0.0,0.0014200663986343141,0.0
29103.25,0.0009954149079063127,0.00038290584603391947,0.0005127362201196857
29103.5,0.0017441919593037527,0.0011480214680709383,0.00030281664720415596
29103.75,0.0007402513745494166,0.0003673411885364952,0.0
29104.0,0.0,0.0004940205419975753,0.0
29104.25,0.001523991532812917,0.0011700537177189363,0.0016661893608901736
29104.5,0.0020207542249139716,0.0013605292317107973,0.0020735770949491025
29104.75,0.0016100327474843758,0.0009622707228533608,0.0014981469889304142
29105.0,0.0006770380583294839,0.00014600179487645208,0.0009682202326159709
29105.25,0.0001115860020449925,0.0,0.001668937505056106
29105.5,0.00037932014986367507,0.0007692033003433412,0.0017829737869425888
