,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
62,29167.2490588865,0.032183562651635876,0.029984561466622983,0.001665176714302906,0.028319384752320077
63,29167.5626148015,0.03260089563420872,0.03030162445585955,0.0016391902917689042,0.028662434164090648
64,29167.8239165793,0.03250231193981402,0.03077261434844899,0.0016277315190295996,0.029144882829419388
65,29168.0852230679,0.03229610706941053,0.030947508787106677,0.001757876752782956,0.02918963203432372
66,29168.3987970728,0.036159189348364325,0.03150433971220033,0.001636845903465799,0.029867493808734536
67,29168.6601139259,0.03513117335111556,0.033290545312896574,0.0016304887419549697,0.031660056570941605
68,29168.9214354902,0.03357765548994004,0.03174643246654171,0.0018368864965125466,0.029909545970029167
69,29169.2350275866,0.035937953546187014,0.03302203711902454,0.0018850967713599516,0.031136940347664583
70,29169.4963595162,0.036321759928985474,0.034772462947808495,0.0018839921445547967,0.032888470803253696
71,29169.7576961576,0.034613814416040466,0.03456915910621532,0.0018749725370670093,0.03269418656914831
72,29170.0713063469,0.03460500309294407,0.038129420046811725,0.001966418585387368,0.03616300146142436
73,29170.3326533545,0.03669319606148561,0.03717295965734061,0.0020079466877260814,0.03516501296961453
74,29170.5940050742,0.03818265632185372,0.03582341228537324,0.0020517409940054797,0.03377167129136776
75,29170.907633358,0.037843286983905926,0.03874382530680889,0.0020158238033566624,0.03672800150345223
76,29171.1689954448,0.04076582257663559,0.03772217003298562,0.0019420785718296675,0.035780091461155954
77,29171.4303622441,0.039951829159985366,0.03747764570465842,0.002055133043537715,0.0354225126611207
78,29171.6917337561,0.039768456383650445,0.03833910256703412,0.0020462597537308485,0.03629284281330327
79,29172.0053857913,0.04012859382971131,0.039965972572198166,0.002169268583965605,0.03779670398823256
80,29172.2667676716,0.0432064123822447,0.041830216572439044,0.002141971508321824,0.03968824506411722
81,29172.5281542649,0.04239301796783868,0.042921385298219296,0.002278722708427381,0.04064266258979191
82,29172.8418243983,0.04463502938718117,0.043281560707411695,0.0024065367398666245,0.04087502396754507
83,29173.1555013189,0.04450052380561299,0.04398093327559121,0.002401462203885203,0.04157947107170601
84,29173.4169039375,0.04578096497919477,0.04370260177963872,0.002346285514214864,0.04135631626542386
85,29173.6783112698,0.048753332245753934,0.04301314950648404,0.0024573591199187005,0.040555790386565344
86,29173.9397233158,0.049229031356067446,0.04424035800992497,0.0024050136013046685,0.0418353444086203
87,29174.2011400757,0.04845251995824416,0.044547591867052615,0.0023934810843694258,0.04215411078268319
88,29174.51484641,0.04857030102610052,0.04471541002090042,0.0023104385663445756,0.042404971454555844
89,29174.7762735409,0.04979033750862388,0.04802389326001574,0.0025100233916128607,0.04551386986840288
90,29175.0899923208,0.04939601623254246,0.04688004385441599,0.0025061297999808335,0.04437391405443516
91,29175.3514298232,0.050870110270698765,0.05020887341995124,0.0026106288417121837,0.04759824457823906
92,29175.6128720402,0.0524764313210004,0.05334157750769328,0.002647051793579833,0.050694525714113446
93,29175.926608924,0.05275376883657791,0.05301538415091249,0.0027178102100670993,0.05029757394084539
94,29176.1880615135,0.05362005360766576,0.05280936812311119,0.002824094638849511,0.049985273484261676
95,29176.4495188179,0.05680449396680349,0.05450869109978458,0.002822784497841473,0.05168590660194311
96,29176.7632738072,0.055977517493781645,0.053039839037340435,0.0028036278129283535,0.05023621122441208
97,29177.024741485,0.05680968435581465,0.055100298754512556,0.0028771986945121822,0.052223100060000374
98,29177.2862138782,0.05759038657541102,0.05645067936547811,0.002979775177728893,0.05347090418774922
99,29177.5476909869,0.05987304116873978,0.05802204511654628,0.003067145548575608,0.05495489956797067
100,29177.861469742,0.06033813419352026,0.05872019352711965,0.002986081402279804,0.05573411212483985
101,29178.1229572252,0.06197636679329557,0.060521072075911085,0.0032498779462944148,0.05727119412961667
102,29178.4367484301,0.06161436836656251,0.062446273774905574,0.0033056975872402653,0.05914057618766531
103,29178.6982462885,0.06478660550245693,0.06386199189321994,0.00327355920306688,0.06058843269015306
104,29179.012049944,0.06639231914515015,0.06574338525729476,0.0033315600922477133,0.06241182516504704
105,29179.2735581781,0.0684399838614782,0.06748850237052748,0.003339323506798311,0.06414917886372916
106,29179.5350711288,0.06852313953112606,0.06701392406942432,0.003276799502785742,0.06373712456663858
107,29179.8488928955,0.07129714494791368,0.0665940935994941,0.0035927126333547554,0.06300138096613934
108,29180.1104162228,0.07211497233361468,0.06812314398940188,0.0036235079474358266,0.06449963604196605
109,29180.4242504419,0.07459384223724161,0.07302314230981763,0.0036092273489844533,0.06941391496083317
110,29180.6857841465,0.07512430119380666,0.07481301121230888,0.0036415657330961184,0.07117144547921275
111,29180.9473225683,0.077143821948437,0.07492008881950966,0.003619728031226594,0.07130036078828307
112,29181.2088657074,0.07871531004750708,0.07842194985416884,0.003766443695723546,0.0746555061584453
113,29181.4704135638,0.08033773265259317,0.07896570297201744,0.0037972103427374743,0.07516849262927996
114,29181.7319661379,0.08209791740116114,0.08094528070902533,0.003928085943044916,0.07701719476598042
115,29182.045835454,0.08230986312524866,0.08380902542131709,0.004052531310404925,0.07975649411091217
116,29182.3073984071,0.08339510994254193,0.08387024407675803,0.004135582155520105,0.07973466192123792
117,29182.5689660781,0.08760631071654407,0.08497646520707483,0.004180590121250151,0.08079587508582468
118,29182.8305384671,0.08952808804709261,0.089827167429385,0.004382539504536055,0.08544462792484894
119,29183.0921155744,0.09081609395267369,0.09222819509284852,0.004454486959467898,0.08777370813338062
120,29183.4060143313,0.09356653044268178,0.09468236220535474,0.004474846179508914,0.09020751602584583
