,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0031,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.9617271983,0.01079789643465045,0.013515584599074948,0.013515584599074948,0.0,0.0
1,29150.27490923,0.01055637859960591,0.011070744013395648,0.011070744013395648,0.0,0.0
2,29150.535899429,0.011229139871007394,0.011560706224680094,0.011560706224680094,0.0,0.0
3,29150.8490938751,0.010735108700556781,0.013654424400319982,0.013654424400319982,0.0,0.0
4,29151.1100944197,0.012344739608276383,0.011198855173190603,0.011198855173190603,0.0,0.0
5,29151.423301281,0.012929139791648964,0.010434839082887655,0.010434839082887655,0.0,0.0
6,29151.6843121719,0.013706506833729341,0.011601703180890361,0.011601703180890361,0.0,0.0
7,29151.9453277658,0.013124499723410288,0.010672923727314805,0.010672923727314805,0.0,0.0
8,29152.2585526868,0.013547737304552946,0.012353022247079851,0.012353022247079851,0.0,0.0
9,29152.5195786279,0.013893391873276005,0.013819527986525455,0.013819527986525455,0.0,0.0
10,29152.8328159658,0.014130583441135245,0.012045577565327481,0.012045577565327481,0.0,0.0
11,29153.0938522547,0.011785247179219565,0.013181096753527239,0.013181096753527239,0.0,0.0
12,29153.4071020102,0.013951523592196891,0.01503668482183483,0.01503668482183483,0.0,0.0
13,29153.6681486475,0.014320594412140826,0.014137203287132517,0.014137203287132517,0.0,0.0
14,29153.9291999888,0.014012954149379937,0.013859046987495453,0.013859046987495453,0.0,0.0
15,29154.2424678077,0.013060401331190102,0.016540727262041754,0.016540727262041754,0.0,0.0
16,29154.5035294983,0.01584833047418141,0.017099107292280643,0.017099107292280643,0.0,0.0
17,29154.7645958932,0.015535152609091616,0.017058045032733782,0.017058045032733782,0.0,0.0
18,29155.0778817772,0.014284847624545164,0.015118286749133618,0.015118286749133618,0.0,0.0
19,29155.3389585223,0.015098445622792354,0.01466745545106992,0.01466745545106992,0.0,0.0
20,29155.6522568268,0.017967141812586077,0.018064773313809592,0.018064773313809592,0.0,0.0
21,29155.9133439227,0.017270353100809432,0.01754863244005679,0.01754863244005679,0.0,0.0
22,29156.2266546485,0.01811066597353518,0.015922573225565832,0.015922573225565832,0.0,0.0
23,29156.4877520958,0.01719813246473257,0.01728177296622828,0.01728177296622828,0.0,0.0
24,29156.8010752437,0.014984015336212058,0.015465897488108008,0.015465897488108008,0.0,0.0
25,29157.1144051675,0.015578025652815774,0.01752786149870155,0.01752786149870155,0.0,0.0
26,29157.3755186136,0.017984645402615,0.01812217402233444,0.01812217402233444,0.0,0.0
27,29157.6366367656,0.01727240874904706,0.016195855419438042,0.016195855419438042,0.0,0.0
28,29157.9499847597,0.017410846375637726,0.01482390687745868,0.01482390687745868,0.0,0.0
29,29158.2111132649,0.015839059265803895,0.016924885484293748,0.016924885484293748,0.0,0.0
30,29158.4722464763,0.016241563311396714,0.017772787687256666,0.017772787687256666,0.0,0.0
31,29158.7856125423,0.016133174301253442,0.017878969879416638,0.017878969879416638,0.0,0.0
32,29159.0467561078,0.020975823030490386,0.016571457381108226,0.016571457381108226,0.0,0.0
33,29159.30790438,0.020019876109042968,0.017206625488358548,0.017206625488358548,0.0,0.0
34,29159.6212885195,0.01700600671817682,0.0181596478236714,0.0181596478236714,0.0,0.0
35,29159.8824471466,0.018448917041864316,0.01827994442548036,0.01827994442548036,0.0,0.0
36,29160.1436104808,0.020980259533531134,0.018555754906974697,0.018555754906974697,0.0,0.0
37,29160.4570126953,0.01942895091416529,0.01837126091431743,0.01837126091431743,0.0,0.0
38,29160.7181863854,0.017804572212845256,0.018733514209382657,0.018733514209382657,0.0,0.0
39,29160.979364783,0.018654775319275067,0.0196065156998393,0.0196065156998393,0.0,0.0
40,29161.2927850741,0.020674930777461374,0.0211428743440608,0.0211428743440608,0.0,0.0
41,29161.5539738284,0.020124655517440266,0.021734638199621247,0.021734638199621247,0.0,0.0
42,29161.8151672907,0.019798029632079134,0.021093105695535578,0.021093105695535578,0.0,0.0
43,29162.1286056599,0.0221881970480495,0.021347044519669397,0.021347044519669397,0.0,0.0
44,29162.3898094798,0.02141780990356608,0.023327086791484014,0.023327086791484014,0.0,0.0
45,29162.651018008,0.023761867017802522,0.022890361909900608,0.022890361909900608,0.0,0.0
46,29162.9122312445,0.022667686547689022,0.02237001051239637,0.02237001051239637,0.0,0.0
47,29163.2256933436,0.021806584905751502,0.023485924168860473,0.023485924168860473,0.0,0.0
48,29163.4869169391,0.021506963036502978,0.02359696323340406,0.02359696323340406,0.0,0.0
49,29163.7481452433,0.02378673603841659,0.022879226912375743,0.022879226912375743,0.0,0.0
50,29164.0616254241,0.023608068108292347,0.021820041284947217,0.021820041284947217,0.0,0.0
51,29164.3228640881,0.02230610478511107,0.023131580708993536,0.023131580708993536,0.0,0.0
52,29164.5841074613,0.021854594572215585,0.02551137273969368,0.02551137273969368,0.0,0.0
53,29164.8453555438,0.02543119230719147,0.026051055460724917,0.026051055460724917,0.0,0.0
54,29165.1588594593,0.024158859461298383,0.02601635923116105,0.02601635923116105,0.0,0.0
55,29165.4201179028,0.025194872643677754,0.02586965147469663,0.02586965147469663,0.0,0.0
56,29165.681381056,0.025803644268437127,0.026737546301591104,0.026737546301591104,0.0,0.0
57,29165.9949030568,0.026537463732584962,0.027511566602017878,0.027511566602017878,0.0,0.0
58,29166.2561765718,0.027346771048443956,0.026487243028576204,0.026487243028576204,0.0,0.0
59,29166.517454797,0.026642715538217957,0.027684632494169147,0.027684632494169147,0.0,0.0
60,29166.7787377324,0.027472175118386035,0.028526803362313703,0.028526803362313703,0.0,0.0
61,29167.0922834727,0.028887432176082938,0.02721170577082737,0.02721170577082737,0.0,0.0
62,29167.3535767711,0.027655271450743216,0.02844015728341592,0.02844015728341592,0.0,0.0
63,29167.6148747802,0.028494311206962844,0.027582355542208545,0.027582355542208545,0.0,0.0
64,29167.8761775001,0.029017234955429436,0.02802090950522049,0.02802090950522049,0.0,0.0
65,29168.137484931,0.030377586686959474,0.029808815002334812,0.029808815002334812,0.0,0.0
66,29168.4510600665,0.03145694000306933,0.027408642877839225,0.027408642877839225,0.0,0.0
67,29168.7123778618,0.030255054944561915,0.02823368390459613,0.02823368390459613,0.0,0.0
