,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0031,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.9095308513,0.010640879209119509,0.012832309465247618,0.0,0.0004979029321295987,0.01233440653311802
1,29150.2227117545,0.011716760554205537,0.0130263746550903,0.0,0.0005163548342657141,0.012510019820824586
2,29150.483701013,0.014758735600022894,0.013612082166104985,0.0,0.0005587395631868379,0.013053342602918147
3,29150.7968943305,0.013780353275158858,0.01550066849623423,0.0,0.0004927821102350283,0.015007886385999201
4,29151.0578939346,0.013100086556396249,0.01567184522860683,0.0,0.0004949767452585539,0.015176868483348278
5,29151.3710996672,0.012259582108739363,0.013862890349838959,0.0,0.0005934730023235598,0.013269417347515399
6,29151.6321096175,0.013418400181469314,0.014477792748520442,0.0,0.0005499750276542904,0.013927817720866152
7,29151.8931242708,0.011565113906810547,0.013522455263529047,0.0,0.0005472688627886236,0.012975186400740423
8,29152.206348063,0.013282684470512464,0.013129854783646944,0.0,0.0005253885950958899,0.012604466188551055
9,29152.4673730634,0.01308389032247969,0.012216844333415397,0.0,0.000572268987466519,0.011644575345948878
10,29152.7806092724,0.015483346071492326,0.014026995368496368,0.0,0.0005677756182447634,0.013459219750251604
11,29153.0938522547,0.01351411835408871,0.013563815994787324,0.0,0.0006058271343762131,0.01295798886041111
12,29153.3548932473,0.01666203445543737,0.014055338461495554,0.0,0.0005513684628310767,0.013503969998664477
13,29153.6159389437,0.01558173130976989,0.015164992715076604,0.0,0.0005576091120050716,0.014607383603071534
14,29153.9291999888,0.01569998911515998,0.014925958601060201,0.0,0.0006048379704823267,0.014321120630577874
15,29154.2424678077,0.01634177061106946,0.01381813198687553,0.0,0.0006070712934720899,0.01321106069340344
16,29154.5035294983,0.01756259766099883,0.0153005205584076,0.0,0.0005455217345030859,0.014754998823904514
17,29154.8168097368,0.015061972022404913,0.01454933381177581,0.0,0.000562790116402167,0.013986543695373645
18,29155.0778817772,0.014178418397681905,0.014542095118654185,0.0,0.0005897935863953677,0.013952301532258817
