,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0031,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
0,29149.8051387217,0.012086519157777762,0.013731402400692472,0.011109948276314166,0.002621454124378306,0.0
1,29150.0661204565,0.013642806205405304,0.014067198319981098,0.011508015486324286,0.0025591828336568125,0.0
2,29150.3793047453,0.013278062113364322,0.01184493268986149,0.00902786080380087,0.002817071886060619,0.0
3,29150.6402968253,0.013451043339630063,0.013860807800074587,0.011026024952401401,0.002834782847673186,0.0
4,29150.9534935286,0.01397994022499787,0.01366266127488203,0.011300331399135421,0.0023623298757466087,0.0
5,29151.2144959544,0.013914441634656225,0.011794473741258353,0.008794489392943604,0.00299998434831475,0.0
6,29151.527705073,0.01311630694569289,0.012412374800177522,0.009552628033491828,0.002859746766685694,0.0
7,29151.7887178451,0.014118043054689262,0.01279580474567554,0.009913303063442493,0.0028825016822330474,0.0
8,29152.0497353203,0.01434550216745089,0.011732441443885093,0.009088035363754637,0.002644406080130456,0.0
9,29152.3629624988,0.012678854885082887,0.014484989124563061,0.011557990610037436,0.0029269985145256258,0.0
10,29152.6239903213,0.015563493178412326,0.01444439281856175,0.011605933032700019,0.002838459785861732,0.0
11,29152.9372299169,0.012928062187746704,0.013439722481868031,0.01030304687224855,0.0031366756096194814,0.0
12,29153.1982680872,0.012756432242209749,0.015324052413213324,0.012302180147681353,0.003021872265531972,0.0
13,29153.5115201007,0.0150769376120206,0.015603137517001599,0.012815381651564782,0.0027877558654368167,0.0
14,29153.7725686195,0.015439861373802814,0.014957624392945137,0.011886897230730442,0.003070727162214695,0.0
15,29154.0336218424,0.014572616105968128,0.015588659083427223,0.012497003639687178,0.0030916554437400447,0.0
16,29154.3468919194,0.016255475114578966,0.01796479708328743,0.014873044019535316,0.0030917530637521134,0.0
17,29154.6079554917,0.015285849535734005,0.01723486447171508,0.014574069154873168,0.0026607953168419104,0.0
18,29154.9212379884,0.017035236585492414,0.017557888091851048,0.014479281517501776,0.0030786065743492715,0.0
19,29155.1823119106,0.015516165036024593,0.015287788887802254,0.012307850538574463,0.0029799383492277905,0.0
20,29155.4433905377,0.015031504054485374,0.016941716629545956,0.013597294606013999,0.003344422023531956,0.0
21,29155.7566911006,0.014206840034766292,0.019195166191895197,0.016021829433339883,0.003173336758555316,0.0
22,29156.0699984387,0.016934668368948483,0.016892087451018237,0.013769465432808844,0.0031226220182093917,0.0
23,29156.3310930628,0.01730074251634814,0.017451438971788507,0.014255728059020239,0.003195710912768269,0.0
24,29156.6444128228,0.01586610132700689,0.018248982234404066,0.014702243696058223,0.003546738538345843,0.0
25,29156.9055177987,0.015907304056640235,0.016477069812675157,0.012991809591294548,0.0034852602213806096,0.0
26,29157.2188499813,0.018143691489568247,0.019610827818260367,0.01609607464744497,0.0035147531708153972,0.0
27,29157.4799653097,0.018462769464697625,0.019001665856794633,0.01482879644733272,0.004172869409461913,0.0
28,29157.741085344,0.01954093082500538,0.01722431727031875,0.013555722914922663,0.0036685943553960857,0.0
29,29158.0544355971,0.017754158652601684,0.016780788079790825,0.013076531489064892,0.003704256590725933,0.0
30,29158.3155659847,0.02007311929232015,0.0196189228514004,0.015476229796111454,0.004142693055288943,0.0
31,29158.6289286621,0.019963953892076024,0.01872349934307749,0.01492153461445654,0.0038019647286209528,0.0
32,29158.8900694037,0.01999070289041609,0.019154641006777856,0.015511954638283006,0.0036426863684948484,0.0
33,29159.1512148519,0.01833524484460408,0.01760062224214371,0.013797321492709133,0.0038033007494345777,0.0
34,29159.4123650067,0.019355425693551982,0.019961586106658036,0.015867115510639167,0.004094470596018868,0.0
35,29159.7257514055,0.017968778550320974,0.019239657245441192,0.015284950498596656,0.003954706746844536,0.0
